path,filename,species,target_idx
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat879832.ogg,iNat879832.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/XC929101.ogg,XC929101.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat726873.ogg,iNat726873.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat28425.ogg,iNat28425.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat1353836.ogg,iNat1353836.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat58920.ogg,iNat58920.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat781822.ogg,iNat781822.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/XC1065541.ogg,XC1065541.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat576552.ogg,iNat576552.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat1460521.ogg,iNat1460521.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat870999.ogg,iNat870999.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat887040.ogg,iNat887040.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat839779.ogg,iNat839779.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat326854.ogg,iNat326854.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat348132.ogg,iNat348132.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat1257589.ogg,iNat1257589.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat348441.ogg,iNat348441.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat992788.ogg,iNat992788.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat29017.ogg,iNat29017.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat348440.ogg,iNat348440.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat583591.ogg,iNat583591.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/XC915924.ogg,XC915924.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat343840.ogg,iNat343840.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat327135.ogg,iNat327135.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat157085.ogg,iNat157085.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat318716.ogg,iNat318716.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat583590.ogg,iNat583590.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22973/iNat502463.ogg,iNat502463.ogg,22973,9
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat1243068.ogg,iNat1243068.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat830655.ogg,iNat830655.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat347848.ogg,iNat347848.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat347849.ogg,iNat347849.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat551115.ogg,iNat551115.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat1243038.ogg,iNat1243038.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat551114.ogg,iNat551114.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat585817.ogg,iNat585817.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat1212830.ogg,iNat1212830.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22983/iNat193774.ogg,iNat193774.ogg,22983,10
/Users/ray/Documents/ML/birdclef-2026/train_audio/22985/iNat992409.ogg,iNat992409.ogg,22985,11
/Users/ray/Documents/ML/birdclef-2026/train_audio/22985/iNat989398.ogg,iNat989398.ogg,22985,11
/Users/ray/Documents/ML/birdclef-2026/train_audio/22985/iNat1560301.ogg,iNat1560301.ogg,22985,11
/Users/ray/Documents/ML/birdclef-2026/train_audio/22985/iNat1421747.ogg,iNat1421747.ogg,22985,11
/Users/ray/Documents/ML/birdclef-2026/train_audio/22985/XC929102.ogg,XC929102.ogg,22985,11
/Users/ray/Documents/ML/birdclef-2026/train_audio/22985/iNat51963.ogg,iNat51963.ogg,22985,11
/Users/ray/Documents/ML/birdclef-2026/train_audio/23150/iNat1243039.ogg,iNat1243039.ogg,23150,12
/Users/ray/Documents/ML/birdclef-2026/train_audio/23154/iNat569351.ogg,iNat569351.ogg,23154,13
/Users/ray/Documents/ML/birdclef-2026/train_audio/23154/iNat1301738.ogg,iNat1301738.ogg,23154,13
/Users/ray/Documents/ML/birdclef-2026/train_audio/23154/iNat567443.ogg,iNat567443.ogg,23154,13
/Users/ray/Documents/ML/birdclef-2026/train_audio/23154/iNat1475114.ogg,iNat1475114.ogg,23154,13
/Users/ray/Documents/ML/birdclef-2026/train_audio/23154/iNat1553517.ogg,iNat1553517.ogg,23154,13
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat26878.ogg,iNat26878.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1727252.ogg,iNat1727252.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat325667.ogg,iNat325667.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1322093.ogg,iNat1322093.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1261183.ogg,iNat1261183.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat910949.ogg,iNat910949.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat162196.ogg,iNat162196.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1263350.ogg,iNat1263350.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1324914.ogg,iNat1324914.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat127451.ogg,iNat127451.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat368088.ogg,iNat368088.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1316143.ogg,iNat1316143.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1714979.ogg,iNat1714979.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat847906.ogg,iNat847906.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat47151.ogg,iNat47151.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat43914.ogg,iNat43914.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/XC900620.ogg,XC900620.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/XC1064073.ogg,XC1064073.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat320941.ogg,iNat320941.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1303872.ogg,iNat1303872.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat161255.ogg,iNat161255.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat1657967.ogg,iNat1657967.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/XC926454.ogg,XC926454.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat325681.ogg,iNat325681.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23158/iNat325682.ogg,iNat325682.ogg,23158,14
/Users/ray/Documents/ML/birdclef-2026/train_audio/23176/iNat855633.ogg,iNat855633.ogg,23176,15
/Users/ray/Documents/ML/birdclef-2026/train_audio/23176/iNat1293885.ogg,iNat1293885.ogg,23176,15
/Users/ray/Documents/ML/birdclef-2026/train_audio/23176/XC929082.ogg,XC929082.ogg,23176,15
/Users/ray/Documents/ML/birdclef-2026/train_audio/23176/iNat1099971.ogg,iNat1099971.ogg,23176,15
/Users/ray/Documents/ML/birdclef-2026/train_audio/23724/iNat249321.ogg,iNat249321.ogg,23724,16
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1306335.ogg,iNat1306335.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1663766.ogg,iNat1663766.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1699392.ogg,iNat1699392.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat339926.ogg,iNat339926.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat164736.ogg,iNat164736.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat56193.ogg,iNat56193.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat164735.ogg,iNat164735.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat186161.ogg,iNat186161.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat901847.ogg,iNat901847.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1315011.ogg,iNat1315011.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1243257.ogg,iNat1243257.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat350835.ogg,iNat350835.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1243256.ogg,iNat1243256.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1435402.ogg,iNat1435402.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat125223.ogg,iNat125223.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat322021.ogg,iNat322021.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat592632.ogg,iNat592632.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1637974.ogg,iNat1637974.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1274660.ogg,iNat1274660.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat87609.ogg,iNat87609.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1346600.ogg,iNat1346600.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/XC1039627.ogg,XC1039627.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1346601.ogg,iNat1346601.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat163941.ogg,iNat163941.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1271483.ogg,iNat1271483.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat139913.ogg,iNat139913.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1366909.ogg,iNat1366909.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat580378.ogg,iNat580378.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/XC1039625.ogg,XC1039625.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat859126.ogg,iNat859126.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/XC1039628.ogg,XC1039628.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1309643.ogg,iNat1309643.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat28427.ogg,iNat28427.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1291381.ogg,iNat1291381.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat57810.ogg,iNat57810.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat335351.ogg,iNat335351.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat340127.ogg,iNat340127.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat845210.ogg,iNat845210.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1258487.ogg,iNat1258487.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat871017.ogg,iNat871017.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat903481.ogg,iNat903481.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1264632.ogg,iNat1264632.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat144573.ogg,iNat144573.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat205140.ogg,iNat205140.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat1229050.ogg,iNat1229050.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24279/iNat372693.ogg,iNat372693.ogg,24279,17
/Users/ray/Documents/ML/birdclef-2026/train_audio/24285/iNat1662493.ogg,iNat1662493.ogg,24285,18
/Users/ray/Documents/ML/birdclef-2026/train_audio/24285/iNat586169.ogg,iNat586169.ogg,24285,18
/Users/ray/Documents/ML/birdclef-2026/train_audio/24285/iNat1277043.ogg,iNat1277043.ogg,24285,18
/Users/ray/Documents/ML/birdclef-2026/train_audio/24285/iNat583588.ogg,iNat583588.ogg,24285,18
/Users/ray/Documents/ML/birdclef-2026/train_audio/24285/iNat1662494.ogg,iNat1662494.ogg,24285,18
/Users/ray/Documents/ML/birdclef-2026/train_audio/24285/iNat1729440.ogg,iNat1729440.ogg,24285,18
